PO_ID,Vendor_ID,Vendor_Name,PO_Date,Delivery_Date,SKU,Quantity,Unit_Price,Currency,Total,Status,Approver
PO-2024-0147,V-1124,Tabuk Dairy Co,2024-11-22,2024-12-07,FG-1027,2000,7.93,SAR,15860.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0162,V-1007,Tatweer Holdings Co,2024-11-22,2024-12-21,FG-1013,3000,29.09,SAR,87270.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0104,V-1079,Ibn Sina Materials Trading Ltd,2024-11-23,2024-12-12,FG-1026,1500,37.37,SAR,56055.0,Closed,omar.faridi@tamween.sa
PO-2024-0302,V-1000,Arkan Snacks Co LLC,2024-11-23,2024-12-18,BV-2005,4200,28.54,SAR,119868.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0262,V-1115,Watani Snacks Group,2024-11-24,2024-12-20,FG-1023,5000,6.73,SAR,33650.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0392,V-1111,Mada Materials Trading Ltd,2024-11-24,2024-12-04,FG-1002,1500,10.38,SAR,15570.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0004,V-1161,Tabuk Services Co,2024-11-25,2024-12-20,CM-4019,5000,7.66,SAR,38300.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0151,V-1167,Misr Supply Chain Ltd,2024-11-25,2024-12-16,HH-3001,1000,45.92,SAR,45920.0,Closed,sara.aldosari@tamween.sa
PO-2024-0017,V-1063,Bin Laden Snacks Co LLC,2024-11-27,2024-12-10,BV-2003,250,48.56,SAR,12140.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0045,V-1109,Al-Faisal Foods Ltd,2024-11-27,2024-12-16,HH-3017,1500,31.17,SAR,46755.0,Closed,sara.aldosari@tamween.sa
PO-2024-0370,V-1002,Arabian Foods Co LLC,2024-11-27,2024-12-07,HH-3006,500,23.17,SAR,11585.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0084,V-1083,Hijaz Holdings Co LLC,2024-11-28,2024-12-08,CM-4009,5000,46.32,SAR,231600.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0249,V-1122,Desert Packaging Company,2024-11-28,2024-12-16,FG-1023,3000,8.04,SAR,24120.0,Closed,sara.aldosari@tamween.sa
PO-2024-0069,V-1140,Falcon Cosmetics LLC,2024-12-01,2024-12-14,BV-2006,4200,58.25,SAR,244650.0,Closed,sara.aldosari@tamween.sa
PO-2024-0164,V-1115,Watani Snacks Group,2024-12-01,2024-12-14,BV-2010,1000,41.41,SAR,41410.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0355,V-1140,Falcon Cosmetics LLC,2024-12-01,2024-12-23,CM-4008,5000,41.51,SAR,207550.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0163,V-1052,Tigris Exports Group,2024-12-02,2024-12-29,CM-4018,4200,47.46,SAR,199332.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0394,V-1134,Dammam Holdings LLC,2024-12-02,2024-12-16,FG-1024,1000,58.13,SAR,58130.0,Closed,noor.alshamri@tamween.sa
PO-2024-0150,V-1063,Bin Laden Snacks Co LLC,2024-12-03,2024-12-20,FG-1013,5000,11.22,SAR,56100.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0411,V-1052,Tigris Exports Group,2024-12-03,2024-12-25,FG-1006,1500,52.47,SAR,78705.0,Closed,noor.alshamri@tamween.sa
PO-2024-0213,V-1141,Mada Industries Co,2024-12-04,2024-12-20,HH-3005,250,42.32,SAR,10580.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0326,V-1203,Dar Print Services Trading LLC,2024-12-04,2024-12-17,CM-4012,2000,6.23,SAR,12460.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0366,V-1203,Dar Print Services Trading LLC,2024-12-04,2024-12-24,HH-3013,500,38.58,SAR,19290.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0367,V-1087,Khaleej Materials Trading Co LLC,2024-12-04,2024-12-27,FG-1007,2000,38.96,SAR,77920.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0009,V-1033,Al-Rajhi Foods Co,2024-12-05,2025-01-03,CM-4009,1000,16.98,SAR,16980.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0170,V-1150,Oasis Enterprises Ltd,2024-12-05,2024-12-18,BV-2011,3000,36.73,SAR,110190.0,Closed,sara.aldosari@tamween.sa
PO-2024-0082,V-1007,Tatweer Holdings Co,2024-12-06,2024-12-21,BV-2015,1500,48.61,SAR,72915.0,Closed,hala.alsaud@tamween.sa
PO-2024-0211,V-1082,Sulaiman Enterprises Group,2024-12-06,2024-12-21,CM-4006,250,13.57,SAR,3392.5,Closed,hala.alsaud@tamween.sa
PO-2024-0215,V-1133,Kayan Hygiene Co LLC,2024-12-06,2024-12-21,FG-1017,2000,28.94,SAR,57880.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0320,V-1045,Tatweer Commercial LLC,2024-12-06,2024-12-23,BV-2012,1000,15.41,SAR,15410.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0353,V-1087,Khaleej Materials Trading Co LLC,2024-12-07,2024-12-24,BV-2002,500,32.91,SAR,16455.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0019,V-1158,Maghrib Commercial Ltd,2024-12-09,2024-12-23,FG-1005,1500,36.78,SAR,55170.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0146,V-1040,Saudi Wines & Spirits Co LLC,2024-12-09,2024-12-28,HH-3010,4200,45.83,SAR,192486.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0297,V-1063,Bin Laden Snacks Co LLC,2024-12-09,2025-01-03,FG-1002,250,15.17,SAR,3792.5,Closed,layla.alotaibi@tamween.sa
PO-2024-0318,V-1021,Quick Enterprises Company,2024-12-09,2024-12-21,FG-1011,1500,18.48,SAR,27720.0,Closed,hala.alsaud@tamween.sa
PO-2024-0015,V-1071,Sulaiman Cleaning Group,2024-12-10,2025-01-09,BV-2017,2000,55.53,SAR,111060.0,Closed,hala.alsaud@tamween.sa
PO-2024-0101,V-1172,Amwaj Commercial Company,2024-12-10,2024-12-23,HH-3019,2000,52.22,SAR,104440.0,Closed,noor.alshamri@tamween.sa
PO-2024-0203,V-1034,Madinah Foods Co LLC,2024-12-10,2024-12-27,FG-1011,250,59.07,SAR,14767.5,Closed,yousef.alsubaie@tamween.sa
PO-2024-0141,V-1002,Arabian Foods Co LLC,2024-12-11,2025-01-08,HH-3003,3000,6.41,SAR,19230.0,Closed,omar.faridi@tamween.sa
PO-2024-0169,V-1145,Diyar Marketing Ltd,2024-12-11,2025-01-07,FG-1029,500,34.41,SAR,17205.0,Closed,omar.faridi@tamween.sa
PO-2024-0279,V-1166,Noor Print Services Group,2024-12-11,2024-12-21,FG-1020,2000,14.96,SAR,29920.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0341,V-1084,Jamal Supply Chain Co LLC,2024-12-11,2024-12-29,CM-4014,500,53.14,SAR,26570.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0344,V-1018,Jamal Trading Co LLC,2024-12-11,2024-12-27,HH-3015,500,30.68,SAR,15340.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0356,V-1043,Mada Foods Co LLC,2024-12-11,2024-12-22,FG-1014,1500,14.02,SAR,21030.0,Closed,noor.alshamri@tamween.sa
PO-2024-0134,V-1113,Al-Faisal Beverages LLC,2024-12-12,2025-01-11,BV-2016,2000,20.91,SAR,41820.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0424,V-1153,Hijaz Pharma Solutions Co,2024-12-12,2024-12-27,PKG-1101,21370,8.4,SAR,179508.0,Closed,hala.alsaud@tamween.sa
PO-2024-0228,V-1149,Euphrates Marketing LLC,2024-12-13,2024-12-31,FG-1021,5000,57.14,SAR,285700.0,Closed,noor.alshamri@tamween.sa
PO-2024-0283,V-1193,Tatweer Logistics Services LLC,2024-12-13,2025-01-05,HH-3015,500,16.78,SAR,8390.0,Closed,reem.alharbi@tamween.sa
PO-2024-0330,V-1070,Bayt Confectionery Co,2024-12-13,2025-01-05,FG-1019,1000,15.85,SAR,15850.0,Closed,hala.alsaud@tamween.sa
PO-2024-0288,V-1026,Olaya Materials Trading Ltd,2024-12-14,2025-01-03,BV-2024,1500,46.43,SAR,69645.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0051,V-1019,Mediterranean Cleaning LLC,2024-12-15,2024-12-26,CM-4009,1500,21.22,SAR,31830.0,Closed,hala.alsaud@tamween.sa
PO-2024-0372,V-1083,Hijaz Holdings Co LLC,2024-12-15,2024-12-25,BV-2016,500,10.69,SAR,5345.0,Closed,reem.alharbi@tamween.sa
PO-2024-0031,V-1188,Arkan Packaging LLC,2024-12-16,2025-01-12,FG-1027,3000,29.14,SAR,87420.0,Closed,omar.faridi@tamween.sa
PO-2024-0160,V-1132,Mawared Snacks Group,2024-12-16,2025-01-02,BV-2021,1000,30.74,SAR,30740.0,Closed,noor.alshamri@tamween.sa
PO-2024-0268,V-1138,Arabian Wines & Spirits Group,2024-12-16,2025-01-08,BV-2007,250,18.08,SAR,4520.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0292,V-1047,Tihama Wines & Spirits Co,2024-12-16,2024-12-31,HH-3014,3000,58.58,SAR,175740.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0420,V-1001,Faridi Cosmetics LLC,2024-12-16,2025-01-10,CM-4003,1000,6.45,SAR,6450.0,Closed,sara.aldosari@tamween.sa
PO-2024-0012,V-1032,Tigris Snacks Group,2024-12-17,2024-12-31,CM-4005,1500,12.76,SAR,19140.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0154,V-1014,Al-Faisal Exports Co,2024-12-17,2025-01-14,BV-2001,3000,51.48,SAR,154440.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0276,V-1156,Ibn Sina Confectionery Group,2024-12-17,2025-01-04,HH-3012,3000,44.15,SAR,132450.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0273,V-1194,Watani Manufacturing Ltd,2024-12-18,2025-01-07,BV-2005,2000,39.24,SAR,78480.0,Closed,hala.alsaud@tamween.sa
PO-2024-0310,V-1179,Bayt Enterprises Co LLC,2024-12-18,2025-01-03,HH-3014,3000,26.5,SAR,79500.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0323,V-1186,Sulaiman Group Co LLC,2024-12-18,2025-01-09,BV-2008,2000,24.85,SAR,49700.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0339,V-1200,Tihama Manufacturing Ltd,2024-12-18,2025-01-12,HH-3013,5000,25.47,SAR,127350.0,Closed,mona.aldakhil@tamween.sa
PO-2024-0107,V-1149,Euphrates Marketing LLC,2024-12-19,2025-01-03,HH-3004,4200,20.49,SAR,86058.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0127,V-1109,Al-Faisal Foods Ltd,2024-12-19,2025-01-12,FG-1002,1500,8.04,SAR,12060.0,Closed,omar.faridi@tamween.sa
PO-2024-0016,V-1162,Tatweer Marketing Co,2024-12-20,2025-01-09,BV-2009,3000,34.35,SAR,103050.0,Closed,tariq.alghamdi@tamween.sa
PO-2024-0026,V-1192,Asir Co Ltd,2024-12-21,2025-01-18,FG-1014,5000,57.05,SAR,285250.0,Closed,sara.aldosari@tamween.sa
PO-2024-0048,V-1022,Faridi Cleaning Trading LLC,2024-12-21,2025-01-05,FG-1002,1000,4.66,SAR,4660.0,Closed,layla.alotaibi@tamween.sa
PO-2024-0070,V-1191,Tigris Foodstuff Ltd,2024-12-21,2025-01-04,HH-3009,2000,59.17,SAR,118340.0,Closed,hala.alsaud@tamween.sa
PO-2024-0066,V-1057,Zahra Industries Group,2024-12-22,2025-01-14,HH-3011,4200,20.37,SAR,85554.0,Closed,noor.alshamri@tamween.sa
PO-2024-0074,V-1082,Sulaiman Enterprises Group,2024-12-23,2025-01-20,BV-2008,2000,26.31,SAR,52620.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0114,V-1197,Bayt Supply Chain Ltd,2024-12-23,2025-01-10,BV-2002,500,56.35,SAR,28175.0,Closed,omar.faridi@tamween.sa
PO-2024-0243,V-1197,Bayt Supply Chain Ltd,2024-12-24,2025-01-13,CM-4012,1000,20.87,SAR,20870.0,Closed,omar.faridi@tamween.sa
PO-2024-0023,V-1065,Zahra Industries Company,2024-12-25,2025-01-17,FG-1002,250,24.37,SAR,6092.5,Closed,noor.alshamri@tamween.sa
PO-2024-0042,V-1063,Bin Laden Snacks Co LLC,2024-12-25,2025-01-23,FG-1030,1500,29.5,SAR,44250.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0190,V-1456,Gulf BioPharma Co,2024-12-25,2025-01-11,HH-3014,3000,58.83,SAR,176490.0,Closed,fahad.albalawi@tamween.sa
PO-2024-0199,V-1125,Saudi Exports Ltd,2024-12-25,2025-01-05,HH-3002,250,35.13,SAR,8782.5,Closed,khalid.almutairi@tamween.sa
PO-2024-0305,V-1004,Bayt Supply Chain LLC,2024-12-25,2025-01-04,FG-1027,5000,58.71,SAR,293550.0,Closed,omar.faridi@tamween.sa
PO-2024-0149,V-1025,Oasis Solutions Trading LLC,2024-12-26,2025-01-13,HH-3001,3000,55.91,SAR,167730.0,Closed,hala.alsaud@tamween.sa
PO-2024-0171,V-1128,Riyadh Confectionery Ltd,2024-12-26,2025-01-18,FG-1017,250,28.21,SAR,7052.5,Closed,omar.faridi@tamween.sa
PO-2024-0177,V-1024,Al-Rajhi Confectionery Co,2024-12-26,2025-01-22,BV-2002,1000,14.8,SAR,14800.0,Closed,yousef.alsubaie@tamween.sa
PO-2024-0238,V-1103,Maghrib Dairy Trading LLC,2024-12-26,2025-01-13,HH-3002,4200,17.73,SAR,74466.0,Closed,sara.aldosari@tamween.sa
PO-2024-0382,V-1172,Amwaj Commercial Company,2024-12-26,2025-01-24,FG-1030,1500,4.55,SAR,6825.0,Closed,omar.faridi@tamween.sa
PO-2024-0414,V-1018,Jamal Trading Co LLC,2024-12-26,2025-01-14,HH-3022,1500,7.64,SAR,11460.0,Closed,reem.alharbi@tamween.sa
PO-2024-0192,V-1186,Sulaiman Group Co LLC,2024-12-27,2025-01-07,FG-1026,250,10.02,SAR,2505.0,Closed,ahmad.alqahtani@tamween.sa
PO-2024-0130,V-1178,Bayt Exports LLC,2024-12-28,2025-01-27,CM-4003,250,5.24,SAR,1310.0,Closed,omar.faridi@tamween.sa
PO-2024-0208,V-1086,Khaleej Confectionery Company,2024-12-28,2025-01-15,CM-4012,500,18.32,SAR,9160.0,Closed,khalid.almutairi@tamween.sa
PO-2024-0294,V-1104,Maghrib Manufacturing Co,2024-12-28,2025-01-11,HH-3011,2000,16.2,SAR,32400.0,Closed,omar.faridi@tamween.sa
